Id,MSZoning,Neighborhood,Street,LotArea,OverallQual,OverallCond,YearBuilt,GrLivArea,BedroomAbvGr,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,SaleCondition,SalePrice
704,RM,OldTown,Pave,7630,5,9,1900,1812,4,2,8,2,672,Normal,140000
705,RL,CollgCr,Pave,8400,7,5,2004,1484,3,2,7,2,606,Normal,213000
706,RM,IDOTRR,Pave,5600,4,5,1930,1092,3,2,7,0,0,Normal,55000
708,RL,NridgHt,Pave,6240,8,5,2006,1324,2,2,6,2,550,Normal,254000
709,RL,Gilbert,Pave,9018,7,5,2007,1456,3,2,8,2,400,Partial,179540
710,RL,Sawyer,Pave,7162,5,7,1966,904,3,1,6,1,408,Abnorml,109900
711,RL,BrkSide,Pave,4130,3,6,1935,729,2,1,5,0,0,Normal,52000
712,C (all),IDOTRR,Pave,8712,4,7,1900,1178,2,1,7,1,384,Abnorml,102776
713,RL,StoneBr,Pave,4671,8,5,1988,1228,2,2,5,2,472,Normal,189000
714,RL,BrkSide,Pave,9873,4,5,1970,960,3,1,6,2,576,Normal,129000
715,RL,Sawyer,Pave,13517,6,8,1976,1479,3,2,6,2,475,Normal,130500
716,RL,NWAmes,Pave,10140,6,5,1974,1350,3,2,7,2,478,Normal,165000
717,RM,OldTown,Pave,10800,7,8,1890,2554,3,1,8,2,704,Normal,159500
718,RL,NWAmes,Pave,10000,5,6,1973,1178,3,1,5,2,439,Normal,157000
720,RL,CollgCr,Pave,9920,5,6,1969,971,3,1,5,1,300,Normal,128500
721,RL,StoneBr,Pave,6563,8,5,1985,1742,2,2,5,2,564,Normal,275000
722,RM,CollgCr,Pave,4426,6,5,2004,848,1,1,3,2,420,Normal,143000
723,RL,NAmes,Pave,8120,4,7,1970,864,3,1,5,2,463,Normal,124500
724,RL,Edwards,Pave,8172,4,6,1954,1470,4,2,7,1,548,Normal,135000
726,RL,NAmes,Pave,6960,4,6,1970,864,3,1,5,2,660,Normal,120500
728,RL,CollgCr,Pave,7314,7,5,2007,1232,2,2,6,2,632,Normal,194500
729,RL,NAmes,Pave,11475,5,5,1958,1776,4,2,9,3,888,Abnorml,110000
730,RM,IDOTRR,Pave,6240,4,5,1925,1208,2,1,5,2,539,Normal,103000
731,RL,StoneBr,Pave,5389,8,5,1995,1616,2,2,5,2,608,Normal,236500
732,RL,Timber,Pave,9590,7,5,2003,1146,3,2,6,2,438,Normal,187500
733,RL,CollgCr,Pave,11404,7,5,1998,2031,3,2,8,2,541,Normal,222500
734,RL,Sawyer,Pave,10000,5,6,1961,1144,3,1,6,1,264,Normal,131400
735,RL,Sawyer,Pave,8978,5,5,1968,948,3,1,6,1,300,Family,108000
736,RM,OldTown,Pave,10800,7,7,1914,1768,2,1,6,2,320,Normal,163000
737,RL,NAmes,Pave,8544,3,4,1950,1040,2,2,6,2,400,Normal,93500
738,RL,Gilbert,Pave,10463,8,5,2005,1801,3,2,8,3,800,Normal,239900
739,RL,Edwards,Pave,10800,5,5,1987,1200,3,3,5,0,0,Alloca,179000
740,RL,CollgCr,Pave,9313,7,5,2004,1728,3,2,7,2,572,Normal,190000
741,RM,OldTown,Pave,9600,5,7,1910,1432,2,2,7,2,360,Abnorml,132000
742,RL,Sawyer,Pave,6768,6,8,1961,912,3,1,5,1,288,Normal,142000
743,RL,SawyerW,Pave,8450,7,5,2000,1349,3,2,6,2,539,Normal,179000
744,RL,Sawyer,Pave,12886,5,6,1963,1464,3,2,6,2,480,Normal,175000
745,RL,StoneBr,Pave,5395,8,5,1993,1337,2,2,5,2,462,Normal,180000
747,RL,Gilbert,Pave,8795,7,5,2000,2256,4,2,8,2,554,Normal,236000
749,RL,NoRidge,Pave,10593,7,5,1996,1720,3,2,7,2,527,Normal,260400
750,RL,Edwards,Pave,8405,4,3,1945,1529,4,2,9,1,240,Normal,98000
751,RM,OldTown,Pave,8800,4,7,1910,1140,3,1,7,0,0,Normal,96500
752,RL,Gilbert,Pave,7750,7,5,2003,1320,3,2,6,2,400,Normal,162000
753,RL,CollgCr,Pave,9236,6,5,1997,1494,3,2,6,2,576,Normal,217000
754,RL,NridgHt,Pave,10240,8,5,2005,2098,3,2,8,3,878,Normal,275500
755,RL,NAmes,Pave,7930,6,8,1969,1026,3,1,5,2,440,Normal,156000
756,FV,Somerst,Pave,3230,6,5,1999,1471,3,2,6,2,440,Normal,172500
757,RL,CollgCr,Pave,10769,8,5,2007,1768,3,2,7,2,578,Normal,212000
758,RL,Sawyer,Pave,11616,6,5,1978,1386,3,2,6,2,440,Abnorml,158900
759,FV,Somerst,Pave,2280,7,5,1999,1501,3,2,6,2,440,Normal,179400
760,RL,NoRidge,Pave,12257,8,5,1995,2531,4,2,9,3,752,Normal,290000
761,RL,NAmes,Pave,9100,6,6,1959,864,2,1,5,1,300,Normal,127500
762,RM,BrkSide,Pave,6911,5,5,1924,1301,2,1,5,2,440,Normal,100000
763,FV,Somerst,Pave,8640,7,5,2009,1547,3,2,7,2,614,Normal,215200
765,RL,Veenker,Pave,9549,8,5,1995,1494,2,1,6,2,481,Normal,270000
766,RL,Somerst,Pave,14587,9,5,2008,1506,2,2,6,2,592,Partial,264132
767,RL,NWAmes,Pave,10421,7,5,1988,1714,3,2,7,2,496,Normal,196500
768,RL,Mitchel,Pave,12508,6,7,1940,1750,4,2,7,1,423,Normal,160000
769,RL,CollgCr,Pave,9100,7,5,2004,1836,3,2,8,2,484,Normal,216837
771,RL,Sawyer,Pave,7252,5,5,1982,858,2,1,5,2,576,Normal,134900
772,RL,Edwards,Pave,8877,4,5,1951,1220,2,1,6,2,396,Normal,102000
773,RL,Edwards,Pave,7819,6,5,1976,1117,3,1,6,2,672,Abnorml,107000
774,RL,NAmes,Pave,10150,5,5,1958,912,2,1,5,1,275,Normal,114500
776,RM,Mitchel,Pave,4500,6,5,1998,1204,2,2,5,2,412,Normal,162000
777,RL,CollgCr,Pave,11210,7,5,2005,1614,3,2,7,3,865,Partial,221500
778,RL,Sawyer,Pave,13350,5,5,1974,894,3,1,5,2,440,Normal,142500
779,RH,SawyerW,Pave,8400,5,5,1977,2020,4,2,10,2,630,Normal,144000
780,RL,Mitchel,Pave,10530,6,5,1977,1004,2,1,4,2,504,Normal,135000
781,RL,Gilbert,Pave,7875,7,5,1995,1253,3,2,6,2,402,Normal,176000
782,RL,SawyerW,Pave,7153,6,5,1992,1603,3,2,7,2,484,Normal,175900
783,RL,CollgCr,Pave,16285,7,5,2001,1430,3,2,6,2,605,Normal,187100
784,RL,Mitchel,Pave,9101,5,6,1978,1110,1,1,4,2,602,Normal,165500
785,RM,OldTown,Pave,6300,6,6,1914,1484,3,2,9,0,0,Normal,128000
786,RL,NWAmes,Pave,9790,6,5,1967,1342,3,2,7,2,457,Normal,161500
787,RM,OldTown,Pave,10800,5,6,1915,1652,4,2,7,1,416,Normal,139000
788,RL,SawyerW,Pave,10142,7,5,2004,2084,4,2,8,2,618,Normal,233000
789,RM,OldTown,Pave,6000,4,7,1954,901,2,1,4,1,281,Normal,107900
790,RL,ClearCr,Pave,12205,6,8,1966,2087,5,2,9,2,444,Normal,187500
791,RL,Blmngtn,Pave,3182,7,5,2005,1145,2,2,5,2,397,Normal,160200
792,RL,Mitchel,Pave,11333,6,5,1976,1062,3,1,5,2,539,Normal,146800
793,RL,NoRidge,Pave,9920,7,5,1996,2013,3,2,8,2,455,Normal,269790
794,RL,Somerst,Pave,9158,8,5,2007,1496,3,2,7,2,474,Partial,225000
795,RL,Gilbert,Pave,10832,7,5,1994,1895,3,2,7,2,409,Normal,194500
796,RL,SawyerW,Pave,8400,6,6,1980,1564,3,2,7,2,476,Normal,171000
797,RL,Sawyer,Pave,8197,6,5,1977,1285,3,1,7,2,528,Normal,143500
798,RL,NAmes,Pave,7677,5,5,1953,773,2,1,4,1,240,Abnorml,110000
800,RL,SWISU,Pave,7200,5,7,1937,1768,3,1,7,1,240,Normal,175000
801,RL,ClearCr,Pave,12798,6,5,1997,1688,4,2,8,2,603,Normal,200000
802,RM,IDOTRR,Pave,4800,4,7,1916,1196,2,1,5,2,440,Normal,109900
803,RL,CollgCr,Pave,8199,7,5,2005,1456,3,2,7,2,410,Normal,189000
805,RL,NAmes,Pave,9000,5,5,1954,1128,2,1,5,1,286,Family,118000
806,RL,Somerst,Pave,12274,7,5,2008,1428,3,2,6,2,554,Partial,227680
807,RL,NAmes,Pave,9750,5,5,1967,980,3,2,6,1,384,Normal,135500
809,RL,NAmes,Pave,13400,5,5,1966,1086,3,1,6,2,484,Normal,159950
810,RM,OldTown,Pave,8100,5,5,1898,2138,2,2,11,2,360,Normal,106000
811,RL,NWAmes,Pave,10140,6,6,1974,1309,3,1,5,2,484,Normal,181000
812,RM,CollgCr,Pave,4438,6,5,2004,848,1,1,4,2,420,Normal,144500
813,C (all),IDOTRR,Grvl,8712,5,5,1952,1044,2,1,4,2,504,Alloca,55993
814,RL,NAmes,Pave,9750,6,6,1958,1442,4,1,7,1,301,Normal,157900
815,RL,Edwards,Pave,8248,5,7,1918,1250,3,1,7,1,280,Normal,116000
816,RL,CollgCr,Pave,12137,7,5,1998,1661,3,2,6,2,598,Normal,224900
817,RL,NAmes,Pave,11425,5,6,1954,1008,2,1,4,1,275,Normal,137000
818,RL,Mitchel,Pave,13265,8,5,2002,1689,3,2,7,3,857,Normal,271000
819,RL,ClearCr,Pave,8816,6,7,1971,1052,3,1,6,2,440,Normal,155000
820,RL,NridgHt,Pave,6371,7,5,2009,1358,2,2,6,2,484,Partial,224000
821,RL,CollgCr,Pave,7226,7,5,2003,1640,3,2,6,2,595,Normal,183000
822,RM,OldTown,Pave,6000,4,4,1953,936,2,1,4,2,576,Normal,93000
823,RL,Gilbert,Pave,12394,7,5,2003,1733,3,2,7,2,433,Family,225000
824,RL,SWISU,Pave,9900,6,7,1940,1489,3,2,7,1,240,Normal,139500
825,FV,Somerst,Pave,11216,8,5,2006,1489,3,2,7,2,776,Partial,232600
827,RM,BrkSide,Pave,6130,5,6,1924,784,2,1,5,0,0,Normal,109500
828,RL,SawyerW,Pave,8529,7,5,2001,1434,3,2,6,2,527,Normal,189000
830,FV,Somerst,Pave,2544,7,5,2005,1223,2,2,4,2,480,Normal,147400
831,RL,NAmes,Pave,11900,6,5,1957,1392,3,1,6,2,458,Normal,166000
832,FV,Somerst,Pave,3180,7,5,2005,1200,2,2,4,2,480,Normal,151000
833,RL,CollgCr,Pave,9548,7,6,2003,1829,3,2,7,2,613,Normal,237000
834,RL,NAmes,Pave,10004,6,6,1964,1516,3,1,6,2,472,Normal,167000
835,RL,NAmes,Pave,7875,5,6,1961,1144,3,1,6,2,456,Normal,139950
836,RL,Sawyer,Pave,9600,4,7,1950,1067,2,2,4,2,436,Normal,128000
837,RM,OldTown,Pave,8100,5,6,1948,1559,2,1,5,2,812,Normal,153500
838,RM,BrDale,Pave,1680,6,5,1973,987,2,1,5,1,264,Normal,100000
839,RL,CollgCr,Pave,9525,5,6,1995,1099,3,1,6,1,352,Normal,144000
840,RL,Edwards,Pave,11767,5,6,1946,1200,3,1,6,1,240,Normal,130500
841,RH,SWISU,Pave,12155,6,8,1925,1482,4,2,7,1,400,Normal,140000
842,RM,OldTown,Pave,10440,5,8,1904,1539,3,2,8,2,686,Normal,157500
843,RL,NAmes,Pave,9020,6,7,1966,1165,3,1,6,2,490,Normal,174900
844,RL,NAmes,Pave,8000,5,4,1961,1800,6,2,10,0,0,Normal,141000
845,RM,OldTown,Pave,12665,5,8,1915,1416,4,1,7,3,720,Normal,153900
846,RL,Sawyer,Pave,16647,5,5,1975,1701,3,2,6,2,611,Normal,171000
847,RL,SawyerW,Pave,9317,7,5,1993,1775,3,2,7,2,425,Normal,213000
848,RL,CollgCr,Pave,15523,5,6,1972,864,3,1,5,1,338,Normal,133500
850,RL,Veenker,Pave,9600,6,7,1976,1855,3,2,7,2,512,Normal,187000
851,RM,CollgCr,Pave,4435,6,5,2003,848,1,1,3,2,420,Normal,131500
852,RL,Blmngtn,Pave,3196,8,5,2003,1456,2,2,7,2,400,Normal,215000
853,RL,Crawfor,Pave,7128,7,5,1941,1646,4,2,7,1,240,Normal,164000
854,RL,NAmes,Pave,12095,6,6,1964,1445,3,1,7,2,645,Normal,158000
856,RL,Sawyer,Pave,6897,5,8,1962,1040,3,1,6,1,260,Normal,127000
857,RL,CollgCr,Pave,10970,6,6,1978,1026,3,1,5,2,576,Normal,147000
858,RL,Gilbert,Pave,8125,6,5,1994,1481,3,2,6,2,343,Normal,174000
859,RL,NWAmes,Pave,10400,7,5,1976,1370,3,2,6,2,479,Family,152000
860,RL,NWAmes,Pave,11029,6,7,1968,2654,4,2,9,2,619,Normal,250000
861,RL,Crawfor,Pave,7642,7,8,1918,1426,3,1,7,1,216,Normal,189950
862,RL,Sawyer,Pave,11625,5,4,1965,1039,3,1,6,2,504,Normal,131500
863,RL,SawyerW,Pave,9672,6,5,1984,1097,3,2,6,2,480,Normal,152000
864,RL,NAmes,Pave,7931,5,5,1959,1148,3,1,6,1,672,Normal,132500
865,FV,Somerst,Pave,8640,7,5,2007,1372,3,2,6,2,529,Partial,250580
866,RL,NAmes,Pave,8750,5,6,1970,1002,3,1,5,2,902,Normal,148500
867,RL,Timber,Pave,10656,8,5,2006,1646,3,2,6,3,870,Partial,248900
868,RL,Sawyer,Pave,6970,4,5,1961,1120,3,1,5,2,544,Normal,129000
869,RL,Gilbert,Pave,14762,5,6,1948,2320,2,2,7,2,672,Normal,169000
870,RL,SawyerW,Pave,9938,7,5,1993,1949,3,2,8,2,574,Normal,236000
871,RL,NAmes,Pave,6600,5,5,1962,894,2,1,5,1,308,Normal,109500
872,RL,CollgCr,Pave,8750,6,5,1998,1682,3,2,7,2,523,Normal,200500
873,RL,NAmes,Pave,8892,5,7,1953,910,3,1,5,2,414,Normal,116000
874,RL,NAmes,Pave,12144,5,7,1949,1268,3,1,6,1,288,Normal,133000
875,RM,OldTown,Pave,5720,5,6,1941,1131,3,1,5,1,200,Abnorml,66500
876,FV,Somerst,Pave,9000,8,5,2007,2610,4,2,11,2,550,Partial,303477
879,RL,Sawyer,Pave,11782,5,7,1961,1155,3,1,6,2,576,Normal,148000
880,RL,CollgCr,Pave,7000,5,8,1978,864,3,1,6,1,336,Normal,136500
881,RL,Edwards,Pave,7024,5,5,2005,1090,2,1,5,2,450,Normal,157000
882,RL,Timber,Pave,13758,7,5,1990,1717,3,2,7,2,400,Normal,187500
883,RL,Gilbert,Pave,9636,6,5,1992,1593,3,2,7,2,389,Normal,178000
884,RL,SWISU,Pave,6204,4,5,1912,2230,5,1,10,1,440,Normal,118500
885,RL,NAmes,Pave,7150,5,5,1967,892,3,1,5,1,288,Normal,100000
887,RL,NAmes,Pave,8393,5,5,1959,1712,4,2,8,2,588,Family,145000
888,RL,Edwards,Pave,16466,5,7,1955,1393,3,1,8,1,300,Normal,135500
889,RL,NAmes,Pave,15865,8,6,1970,2217,4,2,8,2,621,Normal,268000
890,RL,NAmes,Pave,12160,6,4,1953,1505,2,1,6,2,505,Normal,149500
891,RL,NAmes,Pave,8064,5,7,1949,924,3,1,6,2,576,Normal,122900
892,RL,Sawyer,Pave,11184,6,5,1978,1683,3,2,7,2,440,Normal,172500
893,RL,Sawyer,Pave,8414,6,8,1963,1068,3,1,6,1,264,Normal,154500
894,RL,Sawyer,Pave,13284,5,5,1954,1383,3,1,6,1,354,Normal,165000
895,RL,SawyerW,Pave,7018,5,5,1979,1535,4,2,8,2,400,Alloca,118858
896,RL,NAmes,Pave,7056,6,5,1963,1796,4,1,8,2,483,Normal,140000
897,RM,IDOTRR,Pave,8765,4,6,1936,951,2,1,6,1,327,Abnorml,106500
898,RL,SawyerW,Pave,7018,5,5,1979,2240,6,2,12,2,528,Alloca,142953
900,RL,Sawyer,Pave,6993,5,7,1961,1236,3,1,6,1,288,Normal,135000
901,RL,NAmes,Pave,7340,4,6,1971,858,2,1,4,1,684,Normal,110000
902,RL,NAmes,Pave,8712,5,7,1957,1306,2,1,5,1,756,Normal,153000
903,RL,Gilbert,Pave,7875,7,5,2003,1509,3,2,8,2,393,Normal,180000
904,RL,Gilbert,Pave,14859,7,5,2006,1670,3,2,7,3,690,Partial,240000
905,RL,Sawyer,Pave,6173,5,6,1967,902,3,1,6,1,288,Normal,125500
906,RL,NAmes,Pave,9920,5,5,1954,1063,3,1,6,1,280,Normal,128000
907,RL,Somerst,Pave,13501,8,5,2006,1636,3,2,8,3,865,Normal,255000
908,RL,Crawfor,Pave,11500,7,7,1936,2057,3,1,6,1,180,Normal,250000
909,RL,Mitchel,Pave,8885,5,5,1983,902,2,1,5,2,484,Normal,131000
910,RL,Gilbert,Pave,12589,6,5,2005,1484,3,2,8,2,390,Normal,174000
911,RL,NAmes,Pave,11600,5,5,1960,2274,5,2,12,2,480,Normal,154300
912,RL,CollgCr,Pave,9286,5,7,1977,1268,3,1,5,1,252,Normal,143500
913,RM,BrkSide,Pave,6120,5,7,1925,1015,3,1,6,1,450,Abnorml,88000
914,RH,Crawfor,Pave,6270,5,6,1949,2002,4,2,8,3,871,Normal,145000
915,FV,Somerst,Pave,3000,6,5,2009,1224,2,2,4,2,528,Partial,173733
916,RM,MeadowV,Pave,2001,4,5,1970,1092,3,1,6,1,286,Normal,75000
917,C (all),IDOTRR,Pave,9000,2,3,1949,480,1,0,4,1,308,Abnorml,35311
918,RL,Edwards,Pave,17140,4,6,1956,1229,3,1,6,1,284,Normal,135000
919,RL,SawyerW,Pave,13125,7,5,1991,2127,4,2,8,3,833,Normal,238000
920,RL,NAmes,Pave,11029,6,8,1958,1414,3,1,6,2,601,Normal,176500
921,RL,SawyerW,Pave,8462,6,5,1994,1721,3,2,7,2,471,Normal,201000
922,RL,Edwards,Pave,8777,5,7,1900,2200,4,2,9,0,0,Normal,145900
923,RL,Gilbert,Pave,10237,6,5,2005,1316,3,2,6,2,397,Partial,169990
924,RL,SawyerW,Pave,8012,6,5,1993,1617,2,2,5,2,533,Normal,193000
925,RL,NWAmes,Pave,10240,6,6,1980,1686,3,2,7,2,612,Normal,207500
926,RL,NWAmes,Pave,15611,5,6,1977,1126,3,2,6,2,540,Abnorml,175000
927,RL,NridgHt,Pave,11999,8,5,2003,2374,4,2,10,3,656,Normal,285000
928,RL,NWAmes,Pave,9900,7,5,1968,1978,4,2,9,2,486,Normal,176000
929,RL,CollgCr,Pave,11838,8,5,2001,1788,3,2,7,2,522,Normal,236500
930,RL,Gilbert,Pave,13006,7,5,1997,2236,4,2,8,2,642,Normal,222000
931,RL,Timber,Pave,8925,8,5,2007,1466,3,2,7,3,610,Normal,201000
932,RL,NAmes,Pave,9100,5,6,1965,925,2,1,5,1,429,Normal,117500
934,RL,CollgCr,Pave,8487,7,5,2004,1500,3,2,6,2,570,Normal,190000
936,RL,BrkSide,Pave,5825,4,5,1926,747,1,1,5,2,528,Normal,79900
937,RL,SawyerW,Pave,10083,7,5,2003,1200,2,2,5,2,555,Normal,184900
938,RL,Somerst,Pave,9675,7,5,2005,1971,3,2,8,2,689,Normal,253000
939,RL,CollgCr,Pave,8760,7,5,2006,1962,3,2,7,3,868,Partial,239799
941,RL,Mitchel,Pave,12640,6,5,1976,1728,4,2,8,2,574,Normal,150900
942,RL,Gilbert,Pave,8755,7,5,1999,2060,3,2,8,2,390,Normal,214000
943,RL,Edwards,Pave,7711,4,3,1977,1440,4,2,8,0,0,Abnorml,150000
945,RL,Timber,Pave,14375,6,6,1958,1344,3,1,7,2,525,Abnorml,137500
946,RM,OldTown,Pave,8820,5,6,1890,1869,2,1,7,2,456,Normal,124900
947,RL,NAmes,Pave,8163,5,6,1959,1144,3,1,6,1,796,Normal,143000
948,RL,Timber,Pave,14536,8,5,2002,1629,3,2,9,3,808,Normal,270000
949,RL,CollgCr,Pave,14006,7,5,2002,1776,3,2,7,2,474,Normal,192500
950,RL,NWAmes,Pave,9360,6,7,1972,1381,3,1,5,2,676,Normal,197500
951,RL,NAmes,Pave,7200,5,8,1950,864,3,1,5,2,720,Normal,129000
952,RH,SawyerW,Pave,7800,5,5,1965,965,3,1,6,1,300,Abnorml,119900
953,RL,CollgCr,Pave,7200,5,8,1972,768,2,1,5,1,396,Normal,133900
954,RL,Mitchel,Pave,11075,5,4,1969,1968,4,2,7,2,530,Normal,172000
955,RL,Edwards,Pave,9400,6,5,1975,980,4,2,4,0,0,AdjLand,127500
956,RH,Crawfor,Pave,7136,6,6,1946,1958,4,2,8,2,492,Normal,145000
958,RL,Sawyer,Pave,7420,5,5,1962,1057,3,1,6,2,576,Normal,132000
959,RL,CollgCr,Pave,8450,7,5,2003,1337,3,2,6,2,531,Normal,185000
960,FV,Somerst,Pave,2572,7,5,1999,1416,3,2,6,2,484,Normal,155000
961,RL,BrkSide,Pave,7207,5,7,1958,858,2,1,4,0,0,Normal,116500
963,RL,NPkVill,Pave,2308,6,6,1976,1548,3,2,7,2,440,Normal,155000
964,RL,CollgCr,Pave,11923,9,5,2007,1800,2,2,7,2,702,Normal,239000
965,RL,Timber,Pave,11316,7,5,2002,1894,4,2,8,2,510,Normal,214900
966,RL,Gilbert,Pave,10237,6,5,2005,1484,3,2,8,2,393,Partial,178900
967,RL,Crawfor,Pave,9600,5,7,1940,1308,2,1,7,1,256,Normal,160000
968,RL,NAmes,Pave,7390,5,7,1955,1098,3,1,6,1,260,Normal,135000
969,RM,OldTown,Pave,5925,3,6,1910,968,2,1,6,0,0,Abnorml,37900
970,RL,NAmes,Pave,10382,6,5,1958,1095,2,1,6,1,264,Normal,140000
971,RL,NAmes,Pave,10800,4,4,1949,1192,4,1,6,0,0,Abnorml,135000
972,RL,NridgHt,Pave,2268,7,5,2003,1626,2,2,6,2,474,Normal,173000
973,RL,SawyerW,Pave,7892,6,5,1979,918,2,2,5,1,264,Normal,99500
974,FV,Somerst,Pave,11639,7,5,2007,1428,3,2,6,2,480,Partial,182000
975,RL,BrkSide,Pave,11414,7,8,1910,2019,3,1,8,2,532,Normal,167500
976,FV,Somerst,Pave,2651,7,5,2000,1382,3,2,6,2,490,Normal,165000
977,RL,BrkSide,Pave,5900,4,7,1923,869,2,1,4,0,0,Normal,85500
978,FV,Somerst,Pave,4274,7,5,2006,1241,1,1,4,2,569,Partial,199900
979,RL,Edwards,Pave,9450,4,5,1954,894,3,1,5,2,400,Abnorml,110000
980,RL,Sawyer,Pave,8816,5,6,1963,1121,3,1,5,2,480,Normal,139000
981,RL,NAmes,Pave,12122,7,9,1961,999,3,1,6,2,588,Normal,178400
983,RL,Blmngtn,Pave,3182,7,5,2007,1266,2,2,6,2,388,Normal,159895
984,RL,CollgCr,Pave,11250,8,5,2002,2290,4,2,9,2,779,Normal,255900
985,RL,Mitchel,Pave,10125,5,5,1977,1734,4,2,8,2,539,Normal,126000
986,RL,Edwards,Pave,10880,5,5,1950,1164,3,1,5,1,240,Normal,125000
987,RM,OldTown,Pave,5310,6,8,1910,1635,2,1,5,1,255,Normal,117000
989,RL,NWAmes,Pave,12046,6,6,1976,2030,4,2,8,2,551,Normal,195000
990,FV,Somerst,Pave,8125,7,5,2006,1576,3,2,6,2,614,Partial,197000
993,RL,NAmes,Pave,9760,6,8,1964,1851,3,2,7,2,440,Normal,187000
994,RL,CollgCr,Pave,8846,6,5,2005,1500,3,2,6,2,564,Partial,173900
996,RL,BrkSide,Pave,4712,4,7,1946,1230,3,1,5,1,305,Abnorml,121600
997,RL,NAmes,Pave,10659,5,6,1961,1050,3,1,6,1,368,Normal,136500
998,RL,NWAmes,Pave,11717,6,6,1970,1442,2,2,6,2,615,Normal,185000
999,RM,IDOTRR,Pave,9786,3,4,1922,1077,3,1,6,1,210,Normal,91000
1000,RL,CollgCr,Pave,6762,7,5,2006,1208,2,2,6,2,632,Normal,206000
1001,RL,Edwards,Pave,10206,3,3,1952,944,2,1,4,2,528,Normal,82000
1002,RL,OldTown,Pave,5400,5,6,1920,691,2,1,4,1,216,Abnorml,86000
1003,RL,Somerst,Pave,11957,8,5,2006,1574,3,2,7,3,824,Normal,232000
1004,RL,NWAmes,Pave,11500,5,6,1976,1680,4,2,8,2,528,Normal,136905
1005,RL,Blmngtn,Pave,3182,7,5,2005,1504,1,2,7,2,457,Normal,181000
1006,RL,CollgCr,Pave,8385,5,8,1977,985,3,2,6,1,328,Normal,149900
1007,RL,NAmes,Pave,12155,6,3,1970,1657,3,2,7,2,484,Normal,163500
1008,RM,MeadowV,Pave,2217,4,4,1970,1092,3,1,6,1,286,Normal,88000
1009,RL,Mitchel,Pave,12118,7,5,2004,1710,3,2,7,2,550,Normal,240000
1010,RL,SWISU,Pave,6000,5,5,1926,1522,4,2,7,0,0,Normal,102000
1012,RL,Edwards,Pave,9825,5,5,1965,1664,4,2,8,0,0,Normal,100000
1013,RL,Crawfor,Pave,10592,6,7,1923,1502,3,1,7,1,180,Normal,165000
1014,RM,OldTown,Pave,7200,5,4,1910,1022,2,1,4,1,280,Normal,85000
1015,RL,NAmes,Pave,11664,6,5,1948,1082,2,1,5,1,240,Normal,119200
1016,RL,NWAmes,Pave,8400,8,6,2001,1665,3,2,6,2,528,Normal,227000
1017,RL,CollgCr,Pave,11883,7,5,1996,1504,3,2,6,2,478,Normal,203000
1018,RL,StoneBr,Pave,5814,8,5,1984,1360,1,1,4,2,565,Abnorml,187500
1019,RL,Gilbert,Pave,10784,7,5,1991,1472,3,2,7,2,402,Normal,160000
1020,RL,Blmngtn,Pave,3013,7,5,2005,1506,2,2,6,2,440,Normal,213490
1021,RL,Edwards,Pave,7024,4,5,2005,1132,2,1,5,2,451,Normal,176000
1022,RL,CollgCr,Pave,7406,7,5,2006,1220,2,2,6,2,632,Partial,194000
1023,RM,OldTown,Pave,9439,5,5,1930,1248,2,1,6,1,160,Normal,87000
1024,RL,Blmngtn,Pave,3182,7,5,2005,1504,2,2,7,2,437,Normal,191000
1026,RL,CollgCr,Pave,7700,5,5,1972,882,3,1,5,2,461,Normal,112500
1027,RL,NAmes,Pave,9300,5,5,1960,1264,3,1,6,2,461,Normal,167500
1028,RL,Timber,Pave,9520,8,5,2007,1646,3,2,7,3,800,Partial,293077
1029,RL,NAmes,Pave,9492,5,5,1941,1376,3,1,6,1,240,Normal,105000
1030,RM,BrDale,Pave,1680,6,7,1972,1218,3,1,7,1,264,Normal,118000
1031,RH,SWISU,Pave,7082,5,8,1916,1928,5,2,10,0,0,Normal,160000
1033,RL,NoRidge,Pave,14541,8,7,1993,2520,5,2,10,3,796,Abnorml,310000
1034,RL,CollgCr,Pave,8125,7,5,2002,1654,3,2,6,3,900,Normal,230000
1035,RL,Crawfor,Pave,6305,5,7,1938,954,2,1,5,1,240,Normal,119750
1036,RL,Edwards,Pave,11500,4,3,1957,845,3,1,5,1,290,Normal,84000
1037,RL,Timber,Pave,12898,9,5,2007,1620,2,2,6,3,912,Normal,315500
1038,RL,CollgCr,Pave,9240,8,5,2001,2263,3,2,7,2,905,Normal,287000
1039,RM,MeadowV,Pave,1533,4,6,1970,1344,3,1,6,0,0,Normal,97000
1041,RL,Sawyer,Pave,13125,5,4,1957,1803,3,2,8,2,484,Normal,155000
1042,RL,NWAmes,Pave,9130,6,8,1966,1632,4,1,7,2,484,Normal,173000
1043,RL,NridgHt,Pave,5381,6,5,2005,1306,1,2,5,2,624,Normal,196000
1044,RL,SawyerW,Pave,11839,7,5,1990,2329,4,2,10,2,514,Normal,262280
1045,RL,NWAmes,Pave,9600,8,5,1981,2524,4,2,9,2,542,Normal,278000
1046,RL,Edwards,Pave,13680,3,5,1955,1733,4,2,8,2,452,Normal,139600
1048,RL,CollgCr,Pave,9245,5,5,1994,990,3,1,5,2,672,Normal,145000
1050,RL,Edwards,Pave,11100,4,7,1946,930,2,1,6,1,308,Abnorml,84900
